win,year,song,artist,genre_category,genre,genre_count_old,genre_Count_from2005,inverse_score,number_of_weeks,old_popularity,artist_rank,lastfm,lastfm_rank,youtube,youtube_rank,new_total_count,rankby_total_count,groupby_10
0,1959,Venus,Frankie Avalon,6,Rock,3655,1990,1349,17,121,53,184808,699,440658,1424,625466,1296,2
0,1967,There Goes My Everything,Jack Greene,8,Traditional,811,12088,184,9,4986,1709,40957,1711,584502,1222,625459,1297,2
0,1960,I Want To Be Wanted,Brenda Lee,8,Traditional,811,12088,1219,15,258,4,22061,2278,603314,1198,625375,1298,2
0,1965,Girl On The Billboard,Del Reeves,8,Traditional,811,12088,5,1,8072,1637,14989,2665,609328,1191,624317,1299,2
0,1960,Five Brothers,Marty Robbins,8,Traditional,811,12088,76,4,6141,69,7047,3491,617026,1181,624073,1300,2
0,1968,California Dreamin',Bobby Womack,9,Urban,1891,19436,326,9,3798,529,335595,458,288472,1757,624067,1301,2
1,1961,Moon River,Henry Mancini And His Orchestra,5,Pop,1235,13616,1592,26,34,175,380162,421,243313,1909,623475,1302,2
1,1959,I'll Never Fall In Love Again,Johnnie Ray,5,Pop,1235,13616,117,6,5668,784,5091,3815,617991,1177,623082,1303,2
0,1967,I'm Coming Home,Tom Jones,5,Pop,1235,13616,188,5,4943,56,37842,1769,584417,1223,622259,1304,2
0,1961,Portrait Of My Love,Steve Lawrence,5,Pop,1235,13616,1073,16,558,124,47532,1589,573157,1233,620689,1305,2
0,1958,Come Prima,Tony Dallara,5,Pop,1235,13616,162,7,5210,1264,12652,2844,607576,1194,620228,1306,2
0,1963,Walking The Dog,Rufus Thomas,9,Urban,1891,19436,959,14,872,286,115270,951,504295,1327,619565,1307,2
1,1968,"Promises, Promises",Dionne Warwick,5,Pop,1235,13616,614,9,2121,12,31451,1935,587315,1220,618766,1308,2
0,1961,Look In My Eyes,The Chantels,6,Rock,3655,1990,793,12,1452,605,25998,2115,592733,1216,618731,1309,2
0,1963,Pretty Paper,Roy Orbison,6,Rock,3655,1990,495,7,2683,32,185783,697,432479,1437,618262,1310,2
0,1966,All I See Is You,Dusty Springfield,6,Rock,3655,1990,486,8,2727,84,77558,1199,540141,1280,617699,1311,2
0,1961,Trust In Me,Etta James,9,Urban,1891,19436,486,9,2732,40,325250,469,291235,1748,616485,1312,2
0,1969,Wishful Sinful,The Doors,6,Rock,3655,1990,285,6,4153,192,569842,311,46073,3795,615915,1313,2
1,1959,I'm Ready,Fats Domino,9,Urban,1891,19436,679,11,1872,7,58257,1412,557049,1254,615306,1314,2
0,1960,Road Runner,Bo Diddley,6,Rock,3655,1990,82,6,6071,404,73056,1237,541308,1278,614364,1315,2
0,1967,Let It Out (Let It All Hang Out),The Hombres,6,Rock,3655,1990,841,13,1270,1428,89671,1111,522966,1301,612637,1316,2
0,1970,Question,The Moody Blues,6,Rock,3655,1990,740,12,1624,273,0,8234,611725,1188,611725,1317,2
0,1964,Just One Look,The Hollies,6,Rock,3655,1990,274,8,4258,112,145077,816,466565,1382,611642,1318,2
0,1966,Better Use Your Head,Little Anthony And The Imperials,6,Rock,3655,1990,249,7,4441,106,23322,2227,587832,1219,611154,1319,2
0,1967,Different Strokes,Syl Johnson,9,Urban,1891,19436,12,2,7603,719,49857,1560,561212,1251,611069,1320,2
0,1958,The Ballad Of Thunder Road,Robert Mitchum,5,Pop,1235,13616,369,21,3471,757,9695,3167,600724,1207,610419,1321,2
0,1968,Summertime Blues,Blue Cheer,6,Rock,3655,1990,880,13,1122,954,292617,501,317606,1668,610223,1322,2
0,1967,Sunday Will Never Be The Same,Spanky And Our Gang,6,Rock,3655,1990,539,8,2463,213,6738,3525,603445,1196,610183,1323,2
0,1969,She Came In Through The Bathroom Window,Joe Cocker,6,Rock,3655,1990,633,12,2060,302,161536,763,448474,1412,610010,1324,2
1,1960,Handy Man,Jimmy Jones,9,Urban,1891,19436,1416,18,82,542,43811,1652,566067,1242,609878,1325,2
0,1961,Run To Him,Bobby Vee,6,Rock,3655,1990,1254,15,211,21,60096,1392,549196,1266,609292,1326,2
0,1966,Friday's Child,Nancy Sinatra,6,Rock,3655,1990,253,5,4401,96,83903,1153,525261,1296,609164,1327,2
0,1968,This Magic Moment,Jay & The Americans,6,Rock,3655,1990,985,14,790,88,84546,1147,524556,1300,609102,1328,2
0,1959,Sea Cruise,Frankie Ford,9,Urban,1891,19436,1039,17,649,346,71094,1269,535857,1285,606951,1329,2
0,1968,Time Has Come Today,The Chambers Brothers,9,Urban,1891,19436,857,14,1199,610,172741,729,433166,1434,605907,1330,2
0,1962,Afrikaan Beat,Bert Kaempfert And His Orchestra,5,Pop,1235,13616,437,10,3030,169,4638,3913,601182,1203,605820,1331,2
0,1967,Just Out Of Reach (Of My Two Empty Arms),Percy Sledge,9,Urban,1891,19436,126,4,5587,143,4669,3902,600865,1204,605534,1332,2
1,1970,Cry Me A River,Joe Cocker,6,Rock,3655,1990,672,9,1902,302,75384,1216,528772,1294,604156,1333,2
0,1968,It's Nice To Be With You,The Monkees,6,Rock,3655,1990,311,7,3932,86,26841,2086,577257,1228,604098,1334,2
0,1968,Listen Here,Eddie Harris,3,Jazz,298,81,436,13,3040,698,79323,1186,524687,1299,604010,1335,2
1,1964,"Hello, Dolly!",Louis Armstrong And The All Stars,3,Jazz,298,81,1840,22,5,837,4718,3890,599237,1208,603955,1336,2
1,1962,Break It To Me Gently,Brenda Lee,8,Traditional,811,12088,1067,13,576,4,82262,1161,520630,1306,602892,1337,2
0,1970,The Love You Save/I Found That Girl,Jackson 5,9,Urban,1891,19436,1169,13,345,445,1,8150,602556,1199,602557,1338,2
0,1969,"To Be Young, Gifted And Black",Nina Simone,3,Jazz,298,81,123,7,5609,330,187579,692,414653,1471,602232,1339,2
0,1963,Need To Belong,Jerry Butler,9,Urban,1891,19436,597,11,2198,33,8327,3329,593237,1215,601564,1340,2
0,1964,Penetration,The Pyramids,6,Rock,3655,1990,605,10,2163,1537,37170,1790,564371,1243,601541,1341,2
0,1968,If This World Were Mine,Marvin Gaye & Tammi Terrell,9,Urban,1891,19436,168,6,5145,197,51648,1529,548697,1268,600345,1342,2
0,1959,Smile,Tony Bennett,5,Pop,1235,13616,112,6,5720,54,50904,1541,548783,1267,599687,1343,2
0,1960,Rubber Ball,Bobby Vee,6,Rock,3655,1990,1087,14,527,21,141971,825,457350,1398,599321,1344,2
0,1961,Quarter To Three,U.S. Bonds,6,Rock,3655,1990,1148,15,376,1117,631,5909,598129,1209,598760,1345,2
0,1966,(I'm Not Your) Steppin' Stone,The Monkees,6,Rock,3655,1990,503,8,2645,86,151480,791,446921,1417,598401,1346,2
1,1958,That Old Black Magic,Louis Prima And Keely Smith,5,Pop,1235,13616,711,13,1734,553,2400,4584,595965,1212,598365,1347,2
0,1966,Rhapsody In The Rain,Lou Christie,6,Rock,3655,1990,467,8,2835,161,5236,3785,592577,1217,597813,1348,2
0,1966,Wang Dang Doodle,Ko Ko Taylor,6,Rock,3655,1990,210,8,4780,2352,146141,809,450577,1407,596718,1349,2
0,1968,Private Number,Judy Clay & William Bell,9,Urban,1891,19436,146,6,5371,2290,31074,1948,562441,1248,593515,1350,2
0,1968,Put Your Head On My Shoulder,The Lettermen,6,Rock,3655,1990,389,8,3332,92,18027,2475,572841,1234,590868,1351,2
1,1966,Alfie,Cilla Black,6,Rock,3655,1990,13,3,7557,663,51529,1532,537182,1284,588711,1352,2
0,1964,Who Do You Love,The Sapphires,5,Pop,1235,13616,540,12,2459,978,19259,2406,568915,1237,588174,1353,2
0,1963,If You Need Me,Wilson Pickett,9,Urban,1891,19436,158,6,5240,23,71948,1253,515653,1316,587601,1354,2
0,1966,Nashville Cats,The Lovin' Spoonful,6,Rock,3655,1990,725,10,1686,126,51935,1523,533811,1287,585746,1355,2
0,1965,Look Through Any Window,The Hollies,6,Rock,3655,1990,545,12,2443,112,125534,900,459947,1392,585481,1356,2
0,1964,Help The Poor,B.B. King,6,Rock,3655,1990,4,2,8136,70,130263,872,454216,1404,584479,1357,2
0,1965,There But For Fortune,Joan Baez,8,Traditional,811,12088,247,7,4465,554,38101,1765,543537,1275,581638,1358,2
0,1962,Strange,Patsy Cline,8,Traditional,811,12088,5,2,8041,150,114660,953,466424,1383,581084,1359,2
0,1963,I Wanna Be Around,Tony Bennett,5,Pop,1235,13616,945,16,914,54,159189,774,421212,1458,580401,1360,2
0,1967,Summer Rain,Johnny Rivers,6,Rock,3655,1990,686,10,1842,62,42596,1676,537665,1282,580261,1361,2
0,1958,Do You Want To Dance,Bobby Freeman,6,Rock,3655,1990,293,5,4080,214,10493,3075,569508,1236,580001,1362,2
0,1966,Elusive Butterfly,Bob Lind,5,Pop,1235,13616,929,13,961,662,48083,1581,531438,1292,579521,1363,2
0,1964,"The Sidewinder, Part 1",Lee Morgan,3,Jazz,298,81,57,4,6417,2386,29,7698,577551,1226,577580,1364,2
0,1968,Hang 'Em High,"Hugo Montenegro, His Orchestra And Chorus",7,Soundtrack,42,208,85,5,6047,1069,12,7934,577452,1227,577464,1365,2
0,1967,All I Need,The Temptations,9,Urban,1891,19436,737,10,1643,34,51810,1527,524956,1298,576766,1366,2
0,1968,(Love Is Like A) Baseball Game,The Intruders,9,Urban,1891,19436,435,9,3041,180,9317,3210,567006,1241,576323,1367,2
0,1967,I'm In Love,Wilson Pickett,9,Urban,1891,19436,406,10,3217,23,61871,1372,514212,1319,576083,1368,2
1,1963,Still,Bill Anderson,8,Traditional,811,12088,1004,15,730,477,40996,1710,534931,1286,575927,1369,2
0,1963,Be True To Your School,The Beach Boys,6,Rock,3655,1990,850,12,1224,11,286300,514,289434,1755,575734,1370,2
0,1964,"Run, Run, Run",The Supremes,9,Urban,1891,19436,9,2,7755,60,20986,2321,554677,1257,575663,1371,2
0,1962,If I Had A Hammer (The Hammer Song),"Peter, Paul & Mary",8,Traditional,811,12088,799,12,1420,80,20293,2358,553971,1263,574264,1372,2
0,1968,Jennifer Juniper,Donovan,8,Traditional,811,12088,527,9,2524,132,202897,650,371232,1560,574129,1373,2
0,1967,The Hunter Gets Captured By The Game,The Marvelettes,9,Urban,1891,19436,683,11,1858,45,71806,1255,501914,1333,573720,1374,2
0,1965,I've Got A Tiger By The Tail,Buck Owens,8,Traditional,811,12088,501,9,2651,413,79011,1188,494631,1345,573642,1375,2
0,1964,Good Times,Sam Cooke,9,Urban,1891,19436,697,10,1791,15,172195,730,401444,1494,573639,1376,2
0,1962,Stubborn Kind Of Fellow,Marvin Gaye,9,Urban,1891,19436,312,9,3919,42,137740,841,432806,1436,570546,1377,2
0,1969,Heaven Knows,The Grass Roots,6,Rock,3655,1990,641,10,2033,120,20668,2335,547649,1269,568317,1378,2
0,1963,September Song,Jimmy Durante,5,Pop,1235,13616,250,8,4432,2254,10595,3062,557680,1252,568275,1379,2
0,1969,Sincerely,Paul Anka,5,Pop,1235,13616,80,4,6098,20,328,6437,567857,1240,568185,1380,2
0,1961,I've Told Every Little Star,Linda Scott,5,Pop,1235,13616,1023,14,684,173,171110,734,397072,1509,568182,1381,2
0,1959,Tallahassee Lassie,Freddy Cannon,6,Rock,3655,1990,1040,15,645,95,50298,1552,517221,1312,567519,1382,2
0,1959,Everybody Likes To Cha Cha Cha,Sam Cooke,9,Urban,1891,19436,700,13,1780,15,4238,3991,562947,1247,567185,1383,2
0,1962,Dear One,Larry Finnegan,6,Rock,3655,1990,811,14,1370,2345,4573,3924,562288,1249,566861,1384,2
0,1959,Lovers Never Say Goodbye,The Flamingos,6,Rock,3655,1990,365,10,3493,190,19163,2410,547445,1270,566608,1385,2
0,1969,Simple Song Of Freedom,Tim Hardin,8,Traditional,811,12088,275,7,4242,1288,34239,1861,531540,1291,565779,1386,2
0,1967,Feel So Bad,Little Milton,8,Traditional,811,12088,24,3,7108,226,1974,4810,563674,1245,565648,1387,2
0,1961,'Til,The Angels,6,Rock,3655,1990,724,14,1691,344,3774,4109,561402,1250,565176,1388,2
0,1970,Steal Away,Johnnie Taylor,9,Urban,1891,19436,457,10,2895,220,20305,2356,537461,1283,557766,1389,2
0,1965,Down In The Boondocks,Billy Joe Royal,9,Urban,1891,19436,859,13,1192,295,85519,1140,472118,1371,557637,1390,2
0,1965,Goldfinger,Shirley Bassey,5,Pop,1235,13616,862,13,1177,793,0,8274,556341,1255,556341,1391,2
0,1968,San Francisco Girls (Return of the Native),Fever Tree,6,Rock,3655,1990,56,6,6429,1606,14777,2676,541365,1277,556142,1392,2
1,1958,Tom Dooley,The Kingston Trio,8,Traditional,811,12088,1714,21,20,100,109101,990,447033,1416,556134,1393,2
0,1960,Burning Bridges,Jack Scott,6,Rock,3655,1990,1219,17,259,79,16648,2563,538537,1281,555185,1394,2
0,1964,Maybe I Know,Lesley Gore,6,Rock,3655,1990,636,10,2053,77,57428,1425,497357,1341,554785,1395,2
0,1964,Ronnie,The 4 Seasons Featuring the Sound of Frankie Valli,6,Rock,3655,1990,793,10,1447,97,3,8078,554515,1259,554518,1396,2
0,1964,Save It For Me,The 4 Seasons Featuring the Sound of Frankie Valli,6,Rock,3655,1990,583,8,2256,97,3,8090,554514,1260,554517,1397,2
0,1964,Big Man In Town,The 4 Seasons Featuring the Sound of Frankie Valli,6,Rock,3655,1990,463,7,2865,97,1,8157,554516,1258,554517,1398,2
0,1960,This Magic Moment,The Drifters,9,Urban,1891,19436,654,11,1972,22,197454,665,355451,1590,552905,1399,2
0,1962,Anna (Go To Him),Arthur Alexander,9,Urban,1891,19436,152,6,5308,686,24219,2189,527729,1295,551948,1400,2
0,1960,What In The World's Come Over You,Jack Scott,6,Rock,3655,1990,1246,16,221,79,30510,1969,520745,1305,551255,1401,2
0,1966,Stay With Me,Lorraine Ellison,9,Urban,1891,19436,216,8,4728,848,232596,591,317065,1669,549661,1402,2
0,1959,Heartbeat,Buddy Holly,6,Rock,3655,1990,40,4,6709,536,246143,574,302789,1717,548932,1403,2
0,1970,"The Sly, Slick, And The Wicked",The Lost Generation,9,Urban,1891,19436,678,14,1881,1390,1475,5091,547346,1271,548821,1404,2
0,1962,If I Didn't Have A Dime (To Play The Jukebox),Gene Pitney,6,Rock,3655,1990,213,7,4751,48,2700,4475,545433,1274,548133,1405,2
0,1969,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,9,Urban,1891,19436,1041,14,642,75,270574,539,275906,1802,546480,1406,2
0,1965,Right Now And Not Later,The Shangri-Las,6,Rock,3655,1990,4,2,8128,168,63999,1343,481293,1363,545292,1407,2
0,1963,Easier Said Than Done,The Essex,6,Rock,3655,1990,1058,13,603,1516,30141,1979,514951,1317,545092,1408,2
0,1966,Working In The Coal Mine,Lee Dorsey,9,Urban,1891,19436,835,12,1294,231,58350,1410,486612,1358,544962,1409,2
0,1959,Waterloo,Stonewall Jackson,8,Traditional,811,12088,1161,16,357,428,34300,1859,510272,1322,544572,1410,2
0,1969,You Showed Me,The Turtles,6,Rock,3655,1990,849,12,1231,99,198466,664,345453,1610,543919,1411,2
0,1967,Funky Broadway,Wilson Pickett,9,Urban,1891,19436,830,12,1312,23,88254,1125,455000,1402,543254,1412,2
0,1960,Harlem Nocturne,The Viscounts,5,Pop,1235,13616,1121,29,441,664,20656,2336,521859,1303,542515,1413,2
0,1965,Going To A Go-Go,The Miracles,9,Urban,1891,19436,756,12,1574,52,44180,1647,498191,1339,542371,1414,2
0,1965,I Will,Dean Martin,5,Pop,1235,13616,694,10,1806,37,87556,1133,454527,1403,542083,1415,2
1,1963,Forever,The Marvelettes,9,Urban,1891,19436,67,6,6252,45,23304,2228,518691,1311,541995,1416,2
0,1969,Love (Can Make You Happy),Mercy,6,Rock,3655,1990,1042,13,639,844,7415,3445,533013,1289,540428,1417,2
0,1962,The Swiss Maid,Del Shannon,6,Rock,3655,1990,138,5,5459,107,29246,2004,509663,1323,538909,1418,2
0,1967,Groovin',The Young Rascals,6,Rock,3655,1990,1105,13,474,211,145512,814,392515,1519,538027,1419,2
0,1967,Danger! She's A Stranger,The Five Stairsteps,9,Urban,1891,19436,43,5,6661,293,4029,4043,533127,1288,537156,1420,2
1,1963,Detroit City,Bobby Bare,8,Traditional,811,12088,766,12,1544,321,67237,1306,469646,1373,536883,1421,2
0,1970,The Rapper,The Jaggerz,6,Rock,3655,1990,1060,13,595,583,21399,2306,514794,1318,536193,1422,2
0,1960,You Talk Too Much,Joe Jones,9,Urban,1891,19436,929,13,959,774,22686,2251,511591,1320,534277,1423,2
0,1959,The Hanging Tree,Marty Robbins,8,Traditional,811,12088,454,13,2928,69,45311,1628,488612,1353,533923,1424,2
0,1969,Monster,Steppenwolf,6,Rock,3655,1990,384,8,3362,206,33449,1882,499356,1337,532805,1425,2
0,1958,Return To Me,Dean Martin,5,Pop,1235,13616,105,4,5797,37,110915,981,421687,1457,532602,1426,2
0,1968,"Turn Around, Look At Me",The Vogues,6,Rock,3655,1990,1127,15,429,122,27452,2066,505011,1326,532463,1427,2
0,1960,Look For A Star,Garry Miles,8,Traditional,811,12088,857,13,1198,1757,2408,4580,529328,1293,531736,1428,2
0,1963,She's A Fool,Lesley Gore,6,Rock,3655,1990,1118,15,448,77,37073,1794,493710,1347,530783,1429,2
0,1967,Omaha,Moby Grape,6,Rock,3655,1990,29,3,6959,2043,103483,1027,427055,1447,530538,1430,2
0,1965,Zorba The Greek,Herb Alpert & The Tijuana Brass,5,Pop,1235,13616,793,12,1448,91,35811,1825,494125,1346,529936,1431,2
0,1961,On The Rebound,Floyd Cramer,8,Traditional,811,12088,1068,13,572,201,103502,1026,426116,1448,529618,1432,2
0,1964,C'mon And Swim,Bobby Freeman,6,Rock,3655,1990,892,12,1074,214,12771,2829,516761,1314,529532,1433,2
0,1966,Follow Your Heart,The Manhattans,9,Urban,1891,19436,14,2,7520,402,4341,3966,525179,1297,529520,1434,2
0,1969,Jingle Jangle,The Archies,6,Rock,3655,1990,939,13,928,308,18900,2432,510608,1321,529508,1435,2
0,1967,The Oogum Boogum Song,Brenton Wood,9,Urban,1891,19436,496,12,2679,520,29404,1997,499742,1336,529146,1436,2
0,1963,The Bird's The Word,The Rivingtons,6,Rock,3655,1990,241,7,4524,924,11819,2938,516570,1315,528389,1437,2
0,1969,Walk On By,Isaac Hayes,9,Urban,1891,19436,530,12,2507,565,384624,420,142859,2444,527483,1438,2
0,1964,Thank You Girl,The Beatles,6,Rock,3655,1990,357,7,3560,2,475691,354,51694,3634,527385,1439,2
0,1969,Let's Dance,Ola & The Janglers,5,Pop,1235,13616,25,3,7085,2037,4047,4035,520628,1307,524675,1440,2
0,1961,Daddy's Home,Shep And The Limelites,6,Rock,3655,1990,1060,14,593,323,3579,4168,520583,1308,524162,1441,2
1,1958,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,5,Pop,1235,13616,47,1,6590,722,124846,903,399006,1500,523852,1442,2
0,1960,Cradle Of Love,Johnny Preston,6,Rock,3655,1990,1127,15,430,376,22033,2280,501613,1334,523646,1443,2
0,1970,Long Long Time,Linda Ronstadt,6,Rock,3655,1990,705,12,1764,2372,56106,1451,467277,1380,523383,1444,2
0,1962,Honky-Tonk Man,Johnny Horton,8,Traditional,811,12088,10,2,7699,262,2936,4382,519708,1309,522644,1445,2
0,1960,Where Or When,Dion & The Belmonts,6,Rock,3655,1990,1124,16,434,209,57152,1432,464004,1386,521156,1446,2
0,1960,I'll Take Care Of You,Bobby Bland,8,Traditional,811,12088,24,3,7114,26,47989,1583,473049,1370,521038,1447,2
0,1967,Piece Of My Heart,Erma Franklin,9,Urban,1891,19436,142,8,5414,1624,135671,853,384845,1536,520516,1448,2
1,1964,Goin' Out Of My Head,Little Anthony And The Imperials,6,Rock,3655,1990,1099,14,491,106,57522,1422,462413,1388,519935,1449,2
0,1963,You're No Good,Betty Everett,9,Urban,1891,19436,313,10,3910,246,47296,1590,471689,1372,518985,1450,2
0,1968,You,Marvin Gaye,9,Urban,1891,19436,373,7,3434,42,58116,1414,460588,1391,518704,1451,2
0,1967,The Dark End Of The Street,James Carr,9,Urban,1891,19436,92,6,5960,314,129212,877,388980,1525,518192,1452,2
0,1964,S-W-I-M,Bobby Freeman,6,Rock,3655,1990,201,6,4853,214,629,5914,516769,1313,517398,1453,2
0,1967,Darlin',The Beach Boys,6,Rock,3655,1990,548,9,2423,11,303124,488,213108,2037,516232,1454,2
0,1962,Try A Little Tenderness,Aretha Franklin,9,Urban,1891,19436,1,1,8373,13,42282,1679,473805,1368,516087,1455,2
0,1965,Over And Over,The Dave Clark Five,6,Rock,3655,1990,991,12,770,39,22406,2262,492214,1350,514620,1456,2
0,1968,I Walk Alone,Marty Robbins,8,Traditional,811,12088,185,8,4973,69,14523,2694,500030,1335,514553,1457,2
0,1962,Caterina,Perry Como,4,Other,226,1250,672,12,1899,103,9610,3177,503640,1329,513250,1458,2
0,1969,Clean Up Your Own Back Yard,Elvis Presley,6,Rock,3655,1990,407,8,3213,1,6039,3644,507029,1324,513068,1459,2
0,1964,Chained And Bound,Otis Redding,9,Urban,1891,19436,102,7,5834,35,103859,1022,406786,1486,510645,1460,2
0,1969,Dynamite Woman,Sir Douglas Quintet,6,Rock,3655,1990,32,2,6880,431,7298,3457,502504,1331,509802,1461,2
0,1968,On The Way Home,The Buffalo Springfield,6,Rock,3655,1990,47,3,6584,422,146454,804,363030,1576,509484,1462,2
0,1966,The Love You Save (May Be Your Own),Joe Tex,9,Urban,1891,19436,260,8,4351,44,317736,477,191196,2145,508932,1463,2
0,1960,A Fool In Love,Ike & Tina Turner,9,Urban,1891,19436,697,13,1794,163,88371,1122,420118,1461,508489,1464,2
0,1960,Adam And Eve,Paul Anka,5,Pop,1235,13616,18,2,7341,20,18022,2477,490336,1351,508358,1465,2
0,1961,Missing You,Ray Peterson,6,Rock,3655,1990,695,15,1802,242,2838,4419,505066,1325,507904,1466,2
0,1960,A Million To One,Jimmy Charles and The Revelletts,6,Rock,3655,1990,1076,15,548,2272,8803,3270,499059,1338,507862,1467,2
0,1959,Raining In My Heart,Buddy Holly,6,Rock,3655,1990,19,2,7263,536,152620,788,354916,1591,507536,1468,2
0,1961,You Can Have Her,Roy Hamilton,9,Urban,1891,19436,691,10,1824,408,33096,1893,473693,1369,506789,1469,2
0,1965,Laurie (Strange Things Happen),Dickey Lee,8,Traditional,811,12088,807,13,1391,366,3645,4149,502284,1332,505929,1470,2
0,1967,Soul Finger,Bar-Kays,9,Urban,1891,19436,847,15,1240,1072,278571,524,227307,1977,505878,1471,2
0,1966,Snoopy Vs. The Red Baron,The Royal Guardsmen,6,Rock,3655,1990,1061,12,592,282,11627,2960,493005,1348,504632,1472,2
0,1962,"Quando, Quando, Quando (Tell Me When)",Pat Boone,6,Rock,3655,1990,6,1,7973,19,307,6483,504178,1328,504485,1473,2
0,1961,Norman,Sue Thompson,8,Traditional,811,12088,1132,16,421,276,18184,2465,484699,1361,502883,1474,2
0,1965,Ask The Lonely,Four Tops,9,Urban,1891,19436,492,8,2703,46,72900,1239,429458,1439,502358,1475,2
0,1966,"Get Out Of My Life, Woman",Lee Dorsey,9,Urban,1891,19436,361,10,3527,231,6751,3522,495128,1343,501879,1476,2
0,1968,Living In The U.s.a.,The Steve Miller Band,6,Rock,3655,1990,13,2,7545,990,44473,1642,456763,1399,501236,1477,2
0,1962,The Ballad Of Paladin,Duane Eddy,6,Rock,3655,1990,414,9,3171,249,8054,3358,493005,1349,501059,1478,2
0,1970,It's A Shame,The Spinners,9,Urban,1891,19436,923,15,972,528,278073,525,222161,2001,500234,1479,2
0,1962,Somebody Have Mercy,Sam Cooke,9,Urban,1891,19436,140,6,5432,15,101625,1037,397563,1505,499188,1480,2
0,1964,You're No Good,The Swinging Blue Jeans,6,Rock,3655,1990,5,2,8026,682,76135,1209,421900,1456,498035,1481,2
0,1963,Memphis,Lonnie Mack,6,Rock,3655,1990,985,13,792,426,21023,2320,476736,1365,497759,1482,2
0,1969,Will You Be Staying After Sunday,The Peppermint Rainbow,6,Rock,3655,1990,537,14,2478,1356,7096,3484,488185,1354,495281,1483,2
1,1958,To Be Loved,Jackie Wilson,9,Urban,1891,19436,15,1,7464,5,55285,1470,439061,1430,494346,1484,2
0,1963,I (Who Have Nothing),Ben E. King,9,Urban,1891,19436,620,12,2100,83,31069,1949,462887,1387,493956,1485,2
0,1967,Little Bit O' Soul,The Music Explosion,6,Rock,3655,1990,1261,16,200,1125,24958,2159,468794,1375,493752,1486,2
0,1958,One Night,Elvis Presley,6,Rock,3655,1990,1304,17,153,1,456362,370,37133,4057,493495,1487,2
0,1968,Hooked On A Feeling,B.J. Thomas,5,Pop,1235,13616,1168,16,349,154,126136,895,365558,1574,491694,1488,2
0,1958,My True Love,Jack Scott,6,Rock,3655,1990,1060,14,596,79,37500,1779,453374,1406,490874,1489,2
0,1969,Along Came Jones,Ray Stevens,4,Other,226,1250,427,8,3089,101,2907,4393,487907,1355,490814,1490,2
0,1960,My Dearest Darling,Etta James,9,Urban,1891,19436,566,13,2325,40,252458,564,237191,1929,489649,1491,2
0,1960,Silent Night,Bing Crosby,5,Pop,1235,13616,84,2,6051,674,186854,695,302644,1718,489498,1492,2
0,1969,Happy Heart,Andy Williams,4,Other,226,1250,685,11,1846,16,44202,1646,445118,1418,489320,1493,2
0,1964,My Boy Lollipop,Millie Small,4,Other,226,1250,927,12,966,799,91492,1102,397820,1503,489312,1494,2
1,1962,Alley Cat,Bent Fabric and His Piano,5,Pop,1235,13616,1224,18,255,1123,1411,5136,486897,1357,488308,1495,2
0,1959,Mr. Blue,The Fleetwoods,5,Pop,1235,13616,1615,20,29,166,46032,1614,442269,1422,488301,1496,2
0,1968,Do It Again,The Beach Boys,6,Rock,3655,1990,622,10,2094,11,350982,443,137059,2495,488041,1497,2
0,1959,"I Loves You, Porgy",Nina Simone,3,Jazz,298,81,937,15,938,330,188402,689,298382,1730,486784,1498,2
0,1960,Tonights The Night,The Shirelles,6,Rock,3655,1990,503,12,2642,43,1204,5302,485525,1359,486729,1499,2
0,1968,Do What You Gotta Do,Nina Simone,3,Jazz,298,81,73,5,6176,330,297274,495,188941,2158,486215,1500,2
0,1964,Hippy Hippy Shake,The Swinging Blue Jeans,6,Rock,3655,1990,476,8,2784,682,216703,622,269436,1825,486139,1501,2
0,1967,My Cup Runneth Over,Ed Ames,5,Pop,1235,13616,936,13,939,294,17704,2496,467996,1378,485700,1502,2
0,1966,My Baby Loves Me,Martha & The Vandellas,9,Urban,1891,19436,666,11,1922,121,15041,2661,469031,1374,484072,1503,2
1,1964,Slow Down,The Beatles,6,Rock,3655,1990,375,7,3424,2,394183,412,89385,2951,483568,1504,2
0,1969,Love's Been Good To Me,Frank Sinatra,5,Pop,1235,13616,71,4,6205,14,193408,678,290059,1753,483467,1505,2
0,1966,Pretty Flamingo,Manfred Mann,6,Rock,3655,1990,463,8,2863,319,136452,850,345505,1609,481957,1506,2
0,1958,Carol,Chuck Berry,6,Rock,3655,1990,610,10,2134,72,276866,528,205034,2077,481900,1507,2
0,1970,Up The Ladder To The Roof,The Supremes,9,Urban,1891,19436,869,11,1156,60,66816,1309,414935,1470,481751,1508,2
0,1964,Matchbox,The Beatles,6,Rock,3655,1990,525,8,2532,2,394496,411,86452,2988,480948,1509,2
0,1967,Skinny Legs And All,Joe Tex,9,Urban,1891,19436,1016,15,697,44,25434,2141,455111,1401,480545,1510,2
0,1967,Pretty Ballerina,The Left Banke,0,Alternative & Punk,58,5730,585,10,2250,546,96867,1064,383263,1540,480130,1511,2
0,1969,Cold Turkey,Plastic Ono Band,4,Other,226,1250,680,12,1868,894,376514,426,102641,2819,479155,1512,2
0,1960,I Count The Tears,The Drifters,9,Urban,1891,19436,712,11,1729,22,34360,1858,443955,1419,478315,1513,2
0,1969,Delta Lady,Joe Cocker,6,Rock,3655,1990,100,6,5867,302,201389,654,276619,1798,478008,1514,2
